content,score
"Aplikasi juancuk saya sudah berlangganan prime video ternyata logout sendiri setelah saya login ulang gak bisa2 malah disuruh hub vs, tapi cs gak ada.",1
"Tidak memuaskan setiap mau login tidak pernah mau masuk, masalah jaringan sementara jaringan bagus kali lah, kode udah di masukkan tetap tidak bisa login, minta Ulang kode tidak ada masuk kode yg baru.",1
"ga bisa login, disuruh hubungi layanan pelanggan, udah dibenerin tetep ga bisa login. jadi percuma beli paket vip tapi ga bisa login.",1
"tolong dong, paket langganan atau keanggotaan nya di update otomatis kalau masih langganan. jangan manual mulu harus konfirmasi ke web dll",2
Sulit login dan tidak ada solusi,1
Bagus. Filmnya banyak,4
Kenapa ini saya tidak bisa login ???,1
definisi murah bagus,5
Ok,5
Apk apasehhh login aja susah buat akun susah ga jelas terlalu sulit banyak bug 👎,1
"Apaansi ribet bgt, udh bayar, 65k ternyata masih harus login di web nya, udh buka web sana sini pas balik ke app nya akun gua malah di tangguhkan😂😂😂😂. Seharian gitu doang babi",1
"Yaaa,... sekali kali nonton film yg legal enak juga meski gak sebanyak di apk film ilegal tp gak keganggu iklan,..",5
Good,5
Puas,5
A good apps for wathcing movie,5
Akun saya kena Hack,1
Mantab,5
"Kapan si jadwal update series nya, udah mau sebulan belom update²",1
Tim yang Download gara-gara mau nyoba bonusan Telkomsel wkwkwkwk,5
Good,5
"Sejauh ini mantap, tapi perbanyak lagi film bagus dibawah tahun 2000. Seperti, The Mummy",4
Apk penipu Mau log in g bsa terus Kode otp tidak terkirim Padahal langganan sudah aktif,1
"Cukup menghibur, mungkin bisa ditambah lg series/film Indonesia",4
"Kwalitas gambar bagus, filmnya juga bagus2.",5
udah pembayaran dan biaya di potong tp di aplikasi tdk ada riwayat pembayaran 😩😩 tolong perbaiki sistem nya!!!,1
"Sudah login, tp pas mau berlangganan ada banyak kendalanya, smpai akun yg sdh dilogin terkunci. Sulit utk berbicara dg callcenter , krn tdk ada diindonesia. Smoga ada perbaikan",1
Mantap,5
Nice,5
"Aplikasi sampah, masa mau daftar UI nya jelek banget disuruh tulis nama tapi isinya email, terus otp ke nomor juga gak kekirim udah resend berkali kali.",1
Lelet,1
Top,5
ganiat bikin aplikasi ngeleg².. giliran udh berlangganan via telkomsel keluar keluaran mulu sebelum berlangganan ni aplikasi biasa aja dah.. sampah,1
"Luamayan sih,cuma filmnya gak lengkap2 amat",3
"Ga bisa login sama sekali, aplikasi taik",1
"Ayolah lebih update lagi untuk anime, saya lebih suka nonton anime disini subtitlenya lucu dan grafik yang memuaskan, percuma kalau tidak konsisten update season atau episode anime:)",3
filmnya bagus²,5
"gabisa login, error mulu aplikasi nya",1
Ribet apk asu,1
"Saya sudah menonaktifkan langganan berbayar, tetapi saldo saya masih terpotong otomatis ini merugikan",1
"Gak bisa nonton film ""meet the robinson (2007)""... ga lengkap filmnya, sama aja boong",1
"Aplikasi tolol jgn download,. Bikin nyesesl",1
Kenapa saya gagal terus untuk buat akun??,2
"Thx to this app cos i found my serial list that ive been looking for since SHC, 10yrs!!",5
"film baru""",5
Mantap.. 👍,5
"sy punya 1 akun yg terhubung ke 2 perangkat, selama ini baik baik saja saat menonton di prime video. Namun beberapa hari terakhir saya selalu menonton di perangkat sy yg satunya, masalahnya subtitle nya selalu lebih cepat dari videonya jadi membingungkan. Saya pikir mungkin masalahnya di perangkat saya tsb. Tapi setelah menonton di perangkat saya ini, sama saja, subtitle nya tetap lebih cepat dari videonya. Apakah ada saran bantuan atau tlong segera tangani masalah ini.",3
"Aplikasinya bagus, film nya juga cukup banyak. Cuma kenapa ya kadang beberapa film yang mau diunduh malah jadi ga ada lagi pas dicari",3
Film harusnya di update truss..,3
"Keren sih sitem keamanannya, udah kaya ujian njir lah mau masuk aja susah banget",3
Sebenarnya aplikasi ini sudah bagus Hanya saja bahasa Indonesia tertukar dan di deteksi menjadi bahasa Melayu😮‍💨,3
Kenapa susah bgt sih mau cari bantuan CS nya saya udah bayar subscription tapi masih gk bisa aktih di app nya ... pas saya cek di google play store tulis nya sudah aktif jadi kenapa masih gk bisa???,1
Tidak bisa login masalah internal terus app cone toleeee,1
sumpah kesel bgt apanya yang mau ditonton layarnya hitam semua!,1
mantaf,4
"Enjoy nontonnya, the best pokoknya👍",5
Suka sekali dengan aplikasinya,5
"Katanya langganan prime selama 1 bulan dari paket telkomsel, tp tidak bisa menonton hrs berlangganan dulu dgn byr",1
"Dari segi fitur, kuantitas, dan kualitas video yang disediakan, saya mengapresiasi. Tapi satu hal yang jadi minus, setiap kali reaktivasi langganan pasti langsung logout sendiri dan saat coba login lagi tidak kunjung berhasil, selalu kembali ke halaman selanjutnya. Saya rasa itu ada kesalahan sistem. Ditambah CS via email tidak merespon laporan kedua saya. Semoga kritik ini diperhatikan untuk kenyamanan penggunaan aplikasi. Terima kasih.",3
"Banyak film yg tidak ada gambarnya, hanya ada suara",2
gjls bangt mau login mlh ada ke salahan trus trusan,2
blackscreen woi,1
paket saya masih berlangganan tapi di aplikasi tidak bisa terbaca.,1
james bond,5
Filmnya kurang update,4
"Jelek banget, disuruh minta verifikasi terus menerus tidak juga login, aplikasi penipu, yang katanya tindakan mencurigakan lah, aelah taiii",1
Mantap karena,5
Semoga film film terbaru cepat tersedia,5
Gajelas cara daftar,1
Good,5
Good.,5
kenapa saya sudah langanan di my telkomsel tp pasbuka apk masih di suruh bayar rugi dong buat apa di my telkkm di sediakan pas buka apk srh bayar lagi,1
Black screen,1
Koleksi film nya kurang lengkap,5
"Awalnya sdh gabung dan bayar berlangganan, tp mendadak hilang & tdk bs diakses. Bolak balik ngulang ngisi email sama, lupa password dll, tetep ga bisa. Aneh, jadi rugi. Jangan download ini bikin kita rugi doang.",1
Susah masuk daftarnya..kesalahan internal terus,1
Biasa aja,3
Suka,5
Sangat bagus..film nya sangat bagus,5
Mohon di perbaiki kembali masa saya sudah premium tapi nggak bisa nonton film padahal Waktu itu bisa,2
"GK usah didownload,cara loginnya belibet!!!",1
"Aplikasi sampah, gua buat akun sampai 5x tidak bisa jadi, sampah hapus saja ini aplikasi merugikan",1
simpel mudah digunakan,5
Bagus,5
Pokoknya kerennn👍🏻💕,5
siip ok banget..,5
Saya sudah berlangganan tapi sehari setelah berlangganan email saya bermasalah dan tidak bisa login sampai akun saya terkunci padahal email saya tidak ada masalah sama sekali. Aplikasi tidak jelas,1
"GAK USAH DIINSTALL, APK BAPUK, SUSAH LOGIN, RIBET! BANYAK BUG! GA MALU AMA NETFLIX, HBO GO, DISNEY, BAHKAN WE TV.",1
Ada nama aktornya... Mantap.......,5
Gajelas banget susah loginnya,1
Lol Indonesia bayar,1
Bagus,5
"APK sampah , untuk login aja susah , KODE OTP TIDAK PERNAH DIKIRIM, PAKET YANG DARI TELJOMSTEL JUGA GAK PERNAH MASUK YANG BILANG NIH APK BAGUS!! BODOH KALIAN SEMUA",1
Sulit menggunakan aplikasi pdhl sudah beli paket dr telkomsel,3
Cant login,1
"Ada beberapa seris dan film yang belum ada subtitle Indonesia nya, dan fitur filter untuk tiap kategori kadang tidak bisa di terapkan dan sering error",2
Lumbayan lah yah,5
"Aplikasi sampah,udah langganan masih aja gk bisa diklaim",1
Terbaik,5
Gimana daftarnya knpa gk bsa,1
Cukup menghibur walau ga semua film ada siih,5
Film nya gak bgtu lengkap kaya Netflix...,3
"susah login , gagal terus",3
"Sebenarnya sudah bagus, kerja sama dengan telkomsel sangat membantu saya melihat film2 legal. Pesan untuk kedepannya, tolong tambahkan film"" populer. Karena perpustaam filmnya msh terlalu sedikit. Dengan banyaknya judul film yang tersedia apa lagi film"" populer, tentunya akan menarik lebih banyak penonton. Dan kerja sama dengan telkomsel saya harapkan ttp berjalan. Terimakasih",5
Oke,5
Kadang kalo udah uninstall masuk nya susah padahal mau redem prem dari teklom tapi susah masuk,1
Susah log in,1
"apk gajelas, login ribet amat, kaya gamau dipake padahal udah langganan",1
kurang banyak film yang seru,4
Platform film yg sudah cukup oke. Minusnya film yg disediakan masih sangat sedikit dan terkadang beberapa film/series yg sudh didownload tdk bisa diputa ketika offline padahal sebelumnya bisa(dgn tulisan kesalahan pengunduhan) tolong di fix.,3
"sudah pencet login trus loading ...lah kok balik suruh login lagi....udah gitu paketan telkomsel gak bisa di pake di sini....app yang membagongkan,entah Telkomsel nya yang nipu atau Amazon prime ini yang nipu...PENIPUUUUU",1
"i don't know why..but lately, i can't even play the movie, i've tried to reinstall the app and update it but still can't please fix the issue 😭",1
Aplikasi menarik. Minusnya cuman kurang banyak judul film yang ingin ditonton. Semoga terus update banyak film.,4
Gak jelas,1
K0ntl susahbanget loginnya padahal paket nya dah aktip tapil loginnya ngulang ngulang mulu,1
Aplikasi sampah bayar doang aplikasi ga bisa di buka balikin duit gua wooiii,1
"Aplikasi ini makin hari makin susah di akses, login aja susah masuk.. PARAH",1
"Aplikasi aneh, udah langganan prime tapi nggak bisa buat download,kalo mau download harus pake data,tiap kali pake wifi selalu error dibilang pake vpn lah, padahal buka viu,hotstar, YouTube,plex aman aman aja,masa harus pake data mulu kocak",3
APASIH login aja gak bisa susah bgt,1
"Udah susbcribe dalam aplikasi, tapi harus di arahkan ke web dan malah hrus subscribe lagi.",1
Kenapa ya aplikasi prime hari ini tdk bisa dibuka,4
Sukaaaa bangetttt sama prime video,5
"saya tidak bisa login ke akun saya, tertulis kelasahan login pada akun anda",2
"I paid via Telkomsel , celullar option. How my subscription is not active. Can you help me immediately.",3
Udah berlangganan lewat telkomsel tp tetep juga di blng blm berlangganan di aplikasi nya . Mengecewakan . Cek di google katanya masi berlangganan tp nyatanya enggak .,1
Knp g ada gambarnya padahal bru berlangganan? Ap krn grtis dr beli paket internt telkomsel???,1
Aplikasi apo sih ini eror Mulu login nyo parah sihh . Tolong ya di perbaiki,1
"Layanan streaming terburuk. Film gk lengkap pengelompokan gk guna setting kualitas ampas, nonton film dgn kualitas terbaik aj masih burik gk nonton di 144p",1
the best,5
aplikasi laknat yg udah nyedot saldo dana gua secara otomatis selama 2 bulan ini jangan di unduh!!!,1
Bagus,5
Buat apa ada fitur login kalau mau login/buat akun tidak bisa,1
Aplikasi ga jelas,1
"Susah login, kode otp lambat masuk, selalu mecet di login berlangganan pakai nomor ponsel, tidak semudah langganan Netflix, vidio, wetv, viu, dan lainnya.",1
Good Apps,5
Awesome,5
sampah,1
"Sudah bayar, sudah verifikasi akun tetapi tidak bisa juga buat nonton",1
Good,4
Bagus!!,5
"Nonton film terbaru, semua genre... mantap. 👌",5
Susah log in nya,1
Bisa nonton drama dan film apa aja...,4
Sooo entertaining,5
"Bagus, filmnya lumayan lengkap",5
Bagus banyak film jadul,5
"Film ga lengkap, kualitas film sangat buruk, dan terlalu mahal untuk berlangganan sebulan. mending Netflix",1
👍👍,5
"Suka macet padahal sinyal saya oke bgt, jd bikin mls nnton dan berlangganan disini. Semoga kedepannya lebih oke lagi",2
Ok,5
"Kualitas pemutaran sangat buruk dan tidak nyaman.. video, suara, dan subtitle tidak sinkron sangat buruk..",1
"Sudah bagus aplikasinya, cuma tolong diberi pilihan resolusi",5
Kok susah bnget buat log in doank padahal aku udh beli di telkomsel ttep aja ga bisa masuk wkwkwk app aneh gwa kasih bintang 1 karna ga bisa login lol Masak udh pnya akun mau login lagi ga bisa,1
Gak bisa login,1
"Bagus sih, semoga kedepannya film2nya makin lengkap. Kadang film yang kucari gak ada.",5
Gak ngerti lagi udah upgrade paket tapi di tv android tetep gak bisa nonton,1
Awesome,5
Fitur nya sedikit sekali dan yang paling penting nggak ada fitur buat mengubah resolusi,1
"sangat bagus, kualitas bgus. cuma film terbaru lama update nya",4
Saya sudah berlangganan.. kenapa pas mau nonton malah di suruh langganan lagi ya..,1
"susah banget buat mau login, udh bisa buat akun tapi gabisa loginnya, mau login lagi kasih pw gabisa² padahal jaringan stabil, tolong ini kenapa ya?",2
Aplikasi ga jelas mau daftar akun kaga bisa bodoh bodoh,1
Aku sudah mencoba 10 kali pendaftaran namun saat memasukkan nomor telpon kode nya tidak pernah terkirim..,1
Gak bisa login,1
"Sistem login yang sangat ribet, tidak cukup menggunaan email dan password harus ditambah lagi dengan memasukkan kode karakter dan sms. Terlalu ribet, bahkan menunggu sms saja lama sekali tidak ada jadi sampai sekarang tidak bisa login.",2
"Tingkatkan lagi peforma nya, jangan kendor, rekomendasi di download",5
Ribet pembayaran nya SUMPAH G PRAKTIS,1
TOPBGT,5
"Bagus,sering update ya",5
Mau login aja susah. Udah berlangganan tpi Kode otp gak masuk masuk. Sia sia bayar,1
Love it! Edit 12-10-2024: Tetap suka!,5
gak bisa di tonton film nya sama gak bisa di download padahal udah bayar pakai gokai GoPay,1
"Aplikasinya ga jelas, hari ini filmnya ada besoknya udah hilang ditambah penelusurannya ga membantu sama sekali. Jueleeeeeeeeekkkkkkkkkq",1
"Selama bisa dapet gratis dari salah satu provider, sejauh ini ciamik",5
Good,4
Aplikasi ga guna ga bisa masuk isi amazon nya g bsa ga di kasih verifikasi code,1
sangat baik,5
aplikasi yang bagus,5
Mau login aja susah bgt,1
Kenapa saya jadi ga bisa log in? Dan harus hubungi CS tapi juga tidak diarahkan bagaimana bisa menghubunginya? Bingungin banget.,1
Bagus,5
Mantaaaap,4
Empat dulu... Msh mencoba,4
Aplikasi busukkkkkkkkk🥱👎👎👎👎👎👎👎👎👎,1
Volume suaranya terlalu kecil,4
Gabisa login sahabtku😿,2
Aplikasi menyusahkan -_- itu login aja diulang tesnya,1
Bintangnya 4 dulu.. krn kalau buka aplikasi di PC lemooot bangeet,4
"Ok, produksi film nya kurang banyak",5
Videonya dikit banget,3
Film yang bisa ditonton sangat sangat terbatas... Banyak film luar negeri yang gaada di pencarian karena memang tidak tersedia di Indonesia,1
Filmnya lengkap. Gak kalah sama si Ntplx. Buat yg mau order apk premium cek ig @buzz.premiumm TERMURAH SE INDONESIA RAYA❤️🤍‼️🍿,5
👍,5
"Mau login susah, kode OTP via sms tidak dikirim. Gimana mau login. Mau nonton film legal aja sipersulit!",1
Bagus. Banyak film atau drama korea baru dan lama ada.,5
Murah meriah,5
Suka sama aplikasi ini..pokoknya 👍,5
Pengalaman menyenangkan untuk menonton film di aplikasi ini,5
The Best,5
Amazone nya aneh. Ga bisa kirim OTP ke SMS. Gimana mau masuk ke akun coba? Nyusahin aja,1
Keren,5
Aplikasi yang bagus semoga semakin hari semakin di depan,5
Payah berkali kali login gak bisa,1
so nice!,5
Prime video menurut saya banyak banget kekurangannya dari mulai fitur sampai acara tv atau film yang tidak terlalu banyak. Untuk fitur sebaiknya di tambahkan kecepatan pemutaran dan untuk acara tv di mohon untuk di tambahkan lagi terutama untuk acara tv korea/drakor untuk riwayat nonton itu tidak ada keterangan kita sampai episode ke berapa jadi bingung nantinya kalo mau lanjut nonton,1
Mantap,5
"Aplikasi gabisa login lol , ga jelas banget jangan di unduh",1
"Gambar nya gak keluar, cuman suaranya saja yang ada. Pas waktu pertama kali instal masih lancar, ada gmbarnya suaranya, tapi setelah beberapa kali di gunain kadang gambar nya gak ada jadi hitam aja yang keluar cuman suaranya aja.",2
"Ui nya sampah bet ni app gaje, apa coba pin unifikasi tapi ga ada tulisan nya, pas liat email baru ngeh, jelek bet dibandingin kompetitornya yang kalo bikin akun gampang ini malah gaje karena ui kek sampah",1
"Kurangnya adalah, kok pulsa saya terpotong sendiri dengan metode pembayaran otomatis, padahal saya tidak ingin rutin berlangganan???",3
"Sy udh aktifin data Telkomsel disitu tertulis bonus berlangganan prime video , stlh download aplikasi ini kog GK bisa nonton ,klo cuma skdr bisa masuk trus GK bisa nonton harus beli langganan lagi gmna ..",1
puas ahh,5
aplikasi sampahhhhhhhhhh,1
Good lah,5
Udah bayar TPI tda bisa di putar,1
"Filmnya yg update donk, masak itu2 aja",3
"kenapa gak bisa log in, padahal masih dalam masa langganan, dan diminta hubungi customer service tapi tidak ada perubahan.. coba reset password juga gitu, masukin kode berkali kali tapi tidak ada solusi",1
Bagus banget,5
Aplikasi buruk bangettttttttt saya blm pernah daftar ke aplikasi ini malah di paksa sudah daftar padahal saya blm sama sekali and bukan nya membantu malah enggak bisa masuk terpaksa saya install karna tidak membantu sama sekali apalagi tidak ada kalimat buat akun baru . Malah seperti saya sudah daftar padahal kan blm,1
Filmnya bagus,5
Ruwet daftarnya,1
"Apk bagus banget sih tapi sayang untuk seting bahasa indonesia agak susah, selalu jdnya bahasa Melayu yg kadang ga ngarti artinya tolong dnk diperbaiki biar CC nya bisa bahasa indonesia jangan bahasa melayu",4
Aplikasinya bagus yang tayang bioskop ada semua,5
Loginnya sampe tolol,1
Bikin akun kaga bisa Bae,1
"gajelas banget 2 kali bikin akun tiba tiba ga bisa di buka, mau berlangganan ada masalah terus",2
Wajib kalian nonton sih,5
"Subtitle gaada, resolusi pun gaada. Hancur parah ini aplikasi",1
"Kacau udah rusak bikin akun baru gmail pdhal baru, ttp aja ga bisa malah jaringan eror rusak rusak",2
Cukup komplit sih film nya,5
Bagus,5
"Aplikasinya ribet banget , sya saran kan jangan dowlod bagi temen temen karena aplikasinya ribet bnget",1
